year,date,doy,plot_id,hi
2018,2018-09-27,270,2018_13,0.5872256957214662
2018,2018-09-27,270,2018_13,0.5872256957214662
2018,2018-09-27,270,2018_13,0.5872256957214662
2018,2018-09-27,270,2018_18,0.6408383003268602
2018,2018-09-27,270,2018_18,0.6408383003268602
2018,2018-09-27,270,2018_18,0.6408383003268602
2018,2018-09-27,270,2018_24,0.5990281925393532
2018,2018-09-27,270,2018_24,0.5990281925393532
2018,2018-09-27,270,2018_24,0.5990281925393532
2018,2018-09-27,270,2018_28,0.673411822418445
2018,2018-09-27,270,2018_28,0.673411822418445
2018,2018-09-27,270,2018_28,0.673411822418445
2018,2018-09-27,270,2018_34,0.6136444512226119
2018,2018-09-27,270,2018_34,0.6136444512226119
2018,2018-09-27,270,2018_34,0.6136444512226119
2018,2018-09-27,270,2018_37,0.6565722207780955
2018,2018-09-27,270,2018_37,0.6565722207780955
2018,2018-09-27,270,2018_37,0.6565722207780955
2018,2018-09-27,270,2018_44,0.623663822692949
2018,2018-09-27,270,2018_44,0.623663822692949
2018,2018-09-27,270,2018_44,0.623663822692949
2018,2018-09-27,270,2018_46,0.6385805436587711
2018,2018-09-27,270,2018_46,0.6385805436587711
2018,2018-09-27,270,2018_46,0.6385805436587711
2019,2019-10-19,292,2019_12,0.7009992313604919
2019,2019-10-19,292,2019_12,0.7009992313604919
2019,2019-10-19,292,2019_12,0.7009992313604919
2019,2019-10-19,292,2019_19,0.7043650793650794
2019,2019-10-19,292,2019_19,0.7043650793650794
2019,2019-10-19,292,2019_19,0.7043650793650794
2019,2019-10-19,292,2019_21,0.6524764633647155
2019,2019-10-19,292,2019_21,0.6524764633647155
2019,2019-10-19,292,2019_21,0.6524764633647155
2019,2019-10-19,292,2019_27,0.670362473347548
2019,2019-10-19,292,2019_27,0.670362473347548
2019,2019-10-19,292,2019_27,0.670362473347548
2019,2019-10-19,292,2019_31,0.6631537861046057
2019,2019-10-19,292,2019_31,0.6631537861046057
2019,2019-10-19,292,2019_31,0.6631537861046057
2019,2019-10-19,292,2019_35,0.6695205479452054
2019,2019-10-19,292,2019_35,0.6695205479452054
2019,2019-10-19,292,2019_35,0.6695205479452054
2019,2019-10-19,292,2019_43,0.6817239950269374
2019,2019-10-19,292,2019_43,0.6817239950269374
2019,2019-10-19,292,2019_43,0.6817239950269374
2019,2019-10-19,292,2019_45,0.6858375269590223
2019,2019-10-19,292,2019_45,0.6858375269590223
2019,2019-10-19,292,2019_45,0.6858375269590223
2020,2020-09-24,268,2020_13,0.6690926734594856
2020,2020-09-24,268,2020_13,0.6690926734594856
2020,2020-09-24,268,2020_13,0.6690926734594856
2020,2020-09-24,268,2020_17,0.667703318706599
2020,2020-09-24,268,2020_17,0.667703318706599
