rot_trt,estimate,std.error,df,statistic,p.value,respvar
2y,10.224059303041987,0.19196248174520705,16.809454839392735,53.26071641755727,3.489571396700779e-20,corn yields
4y,10.849704575796217,0.19196248174520708,16.80945483939275,56.51992242003358,1.2925900902941442e-20,corn yields
