year,doy,block,rot_trt,plot_id,sensor_depth_cm,value,Estimate,Q2.5,Q97.5,mod_desc
2018,139,b1,2y,2018_13,15,21.133333206176758,19.463811596209545,19.124529241828427,19.803093950590664,"random effect of block, 35 knots, reml"
2018,139,b1,2y,2018_13,15,21.133333206176758,19.463811596209545,19.124529241828427,19.803093950590664,"random effect of block, 35 knots, reml"
2018,139,b1,2y,2018_13,15,21.133333206176758,19.463811596209545,19.124529241828427,19.803093950590664,"random effect of block, 35 knots, reml"
2018,140,b1,2y,2018_13,15,17.97500006357829,18.908034327124,18.66971504459289,19.146353609655108,"random effect of block, 35 knots, reml"
2018,140,b1,2y,2018_13,15,17.97500006357829,18.908034327124,18.66971504459289,19.146353609655108,"random effect of block, 35 knots, reml"
2018,140,b1,2y,2018_13,15,17.97500006357829,18.908034327124,18.66971504459289,19.146353609655108,"random effect of block, 35 knots, reml"
2018,141,b1,2y,2018_13,15,16.950000047683716,18.56466086928975,18.354555058667444,18.774766679912055,"random effect of block, 35 knots, reml"
2018,141,b1,2y,2018_13,15,16.950000047683716,18.56466086928975,18.354555058667444,18.774766679912055,"random effect of block, 35 knots, reml"
2018,141,b1,2y,2018_13,15,16.950000047683716,18.56466086928975,18.354555058667444,18.774766679912055,"random effect of block, 35 knots, reml"
2018,142,b1,2y,2018_13,15,18.424999713897705,18.646095033958098,18.413639640214218,18.878550427701978,"random effect of block, 35 knots, reml"
2018,142,b1,2y,2018_13,15,18.424999713897705,18.646095033958098,18.413639640214218,18.878550427701978,"random effect of block, 35 knots, reml"
2018,142,b1,2y,2018_13,15,18.424999713897705,18.646095033958098,18.413639640214218,18.878550427701978,"random effect of block, 35 knots, reml"
2018,143,b1,2y,2018_13,15,21.112500031789143,19.36471864350206,19.123451755649803,19.605985531354314,"random effect of block, 35 knots, reml"
2018,143,b1,2y,2018_13,15,21.112500031789143,19.36471864350206,19.123451755649803,19.605985531354314,"random effect of block, 35 knots, reml"
2018,143,b1,2y,2018_13,15,21.112500031789143,19.36471864350206,19.123451755649803,19.605985531354314,"random effect of block, 35 knots, reml"
2018,144,b1,2y,2018_13,15,21.833333333333332,20.804762337648764,20.583244235975048,21.02628043932248,"random effect of block, 35 knots, reml"
2018,144,b1,2y,2018_13,15,21.833333333333332,20.804762337648764,20.583244235975048,21.02628043932248,"random effect of block, 35 knots, reml"
2018,144,b1,2y,2018_13,15,21.833333333333332,20.804762337648764,20.583244235975048,21.02628043932248,"random effect of block, 35 knots, reml"
2018,145,b1,2y,2018_13,15,23.716666618982952,22.620508219015818,22.399943173734894,22.841073264296742,"random effect of block, 35 knots, reml"
2018,145,b1,2y,2018_13,15,23.716666618982952,22.620508219015818,22.399943173734894,22.841073264296742,"random effect of block, 35 knots, reml"
2018,145,b1,2y,2018_13,15,23.716666618982952,22.620508219015818,22.399943173734894,22.841073264296742,"random effect of block, 35 knots, reml"
2018,146,b1,2y,2018_13,15,24.641666730244953,24.37617194476476,24.123934869945835,24.628409019583685,"random effect of block, 35 knots, reml"
