year,block,Simple,Complex
2019,b1,542.2979797979798,739.89898989899
2019,b2,157.51262626262627,1027.7777777777778
2019,b3,118.68686868686868,248.1060606060606
2019,b4,67.86616161616162,441.2878787878788
2020,b1,2753.472222222222,280.9343434343434
2020,b2,135.73232323232324,482.9545454545455
2020,b3,181.50252525252523,982.3232323232323
2020,b4,159.40656565656562,2048.2954545454545
