date,doy,plot_id,subrep_id,year,rootdepth_cm,mean_elev_m
2018-05-08,128,2018_13,2018_13-1,2018,0,336.5055357142857
2018-05-08,128,2018_13,2018_13-2,2018,0,336.5055357142857
2018-05-08,128,2018_13,2018_13-3,2018,0,336.5055357142857
2018-05-08,128,2018_13,2018_13-4,2018,0,336.5055357142857
2018-05-08,128,2018_18,2018_18-1,2018,0,335.82869047619045
2018-05-08,128,2018_18,2018_18-2,2018,0,335.82869047619045
2018-05-08,128,2018_18,2018_18-3,2018,0,335.82869047619045
2018-05-08,128,2018_18,2018_18-4,2018,0,335.82869047619045
2018-05-08,128,2018_24,2018_24-1,2018,0,334.87589285714284
2018-05-08,128,2018_24,2018_24-2,2018,0,334.87589285714284
2018-05-08,128,2018_24,2018_24-3,2018,0,334.87589285714284
2018-05-08,128,2018_24,2018_24-4,2018,0,334.87589285714284
2018-05-08,128,2018_28,2018_28-1,2018,0,333.42857142857144
2018-05-08,128,2018_28,2018_28-2,2018,0,333.42857142857144
2018-05-08,128,2018_28,2018_28-3,2018,0,333.42857142857144
2018-05-08,128,2018_28,2018_28-4,2018,0,333.42857142857144
2018-05-08,128,2018_34,2018_34-1,2018,0,336.05315476190475
2018-05-08,128,2018_34,2018_34-2,2018,0,336.05315476190475
2018-05-08,128,2018_34,2018_34-3,2018,0,336.05315476190475
2018-05-08,128,2018_34,2018_34-4,2018,0,336.05315476190475
2018-05-08,128,2018_37,2018_37-1,2018,0,335.9992261904762
2018-05-08,128,2018_37,2018_37-2,2018,0,335.9992261904762
2018-05-08,128,2018_37,2018_37-3,2018,0,335.9992261904762
2018-05-08,128,2018_37,2018_37-4,2018,0,335.9992261904762
2018-05-08,128,2018_44,2018_44-1,2018,0,333.64369047619044
2018-05-08,128,2018_44,2018_44-2,2018,0,333.64369047619044
2018-05-08,128,2018_44,2018_44-3,2018,0,333.64369047619044
2018-05-08,128,2018_44,2018_44-4,2018,0,333.64369047619044
2018-05-08,128,2018_46,2018_46-1,2018,0,333.275
2018-05-08,128,2018_46,2018_46-2,2018,0,333.275
2018-05-08,128,2018_46,2018_46-3,2018,0,333.275
2018-05-08,128,2018_46,2018_46-4,2018,0,333.275
2018-05-28,148,2018_13,2018_13-1,2018,10.795,336.5055357142857
2018-05-28,148,2018_13,2018_13-2,2018,8.89,336.5055357142857
2018-05-28,148,2018_13,2018_13-3,2018,6.35,336.5055357142857
2018-05-28,148,2018_13,2018_13-4,2018,9.525,336.5055357142857
2018-05-28,148,2018_18,2018_18-1,2018,10.795,335.82869047619045
2018-05-28,148,2018_18,2018_18-2,2018,9.525,335.82869047619045
2018-05-28,148,2018_18,2018_18-3,2018,9.525,335.82869047619045
2018-05-28,148,2018_18,2018_18-4,2018,9.525,335.82869047619045
2018-05-28,148,2018_24,2018_24-1,2018,6.35,334.87589285714284
2018-05-28,148,2018_24,2018_24-2,2018,8.89,334.87589285714284
2018-05-28,148,2018_24,2018_24-3,2018,6.985,334.87589285714284
2018-05-28,148,2018_24,2018_24-4,2018,8.89,334.87589285714284
2018-05-28,148,2018_28,2018_28-1,2018,7.62,333.42857142857144
2018-05-28,148,2018_28,2018_28-2,2018,13.97,333.42857142857144
2018-05-28,148,2018_28,2018_28-3,2018,10.16,333.42857142857144
2018-05-28,148,2018_28,2018_28-4,2018,10.795,333.42857142857144
2018-05-28,148,2018_34,2018_34-1,2018,9.525,336.05315476190475
2018-05-28,148,2018_34,2018_34-2,2018,8.255,336.05315476190475
2018-05-28,148,2018_34,2018_34-3,2018,9.525,336.05315476190475
2018-05-28,148,2018_34,2018_34-4,2018,6.985,336.05315476190475
2018-05-28,148,2018_37,2018_37-1,2018,5.715,335.9992261904762
2018-05-28,148,2018_37,2018_37-2,2018,10.16,335.9992261904762
2018-05-28,148,2018_37,2018_37-3,2018,12.065,335.9992261904762
2018-05-28,148,2018_37,2018_37-4,2018,9.525,335.9992261904762
2018-05-28,148,2018_44,2018_44-1,2018,8.89,333.64369047619044
2018-05-28,148,2018_44,2018_44-2,2018,10.795,333.64369047619044
2018-05-28,148,2018_44,2018_44-3,2018,7.62,333.64369047619044
2018-05-28,148,2018_44,2018_44-4,2018,8.89,333.64369047619044
2018-05-28,148,2018_46,2018_46-1,2018,7.62,333.275
2018-05-28,148,2018_46,2018_46-2,2018,10.16,333.275
2018-05-28,148,2018_46,2018_46-3,2018,7.62,333.275
2018-05-28,148,2018_46,2018_46-4,2018,8.89,333.275
2018-06-04,155,2018_13,2018_13-1,2018,14.605,336.5055357142857
2018-06-04,155,2018_13,2018_13-2,2018,27.305,336.5055357142857
2018-06-04,155,2018_13,2018_13-3,2018,17.145,336.5055357142857
2018-06-04,155,2018_13,2018_13-4,2018,14.605,336.5055357142857
2018-06-04,155,2018_18,2018_18-1,2018,24.13,335.82869047619045
2018-06-04,155,2018_18,2018_18-2,2018,24.13,335.82869047619045
2018-06-04,155,2018_18,2018_18-3,2018,15.24,335.82869047619045
2018-06-04,155,2018_18,2018_18-4,2018,20.32,335.82869047619045
2018-06-04,155,2018_24,2018_24-1,2018,30.48,334.87589285714284
2018-06-04,155,2018_24,2018_24-2,2018,20.955000000000002,334.87589285714284
2018-06-04,155,2018_24,2018_24-3,2018,16.51,334.87589285714284
2018-06-04,155,2018_24,2018_24-4,2018,11.43,334.87589285714284
2018-06-04,155,2018_28,2018_28-1,2018,25.4,333.42857142857144
2018-06-04,155,2018_28,2018_28-2,2018,24.13,333.42857142857144
2018-06-04,155,2018_28,2018_28-3,2018,21.59,333.42857142857144
2018-06-04,155,2018_28,2018_28-4,2018,26.67,333.42857142857144
2018-06-04,155,2018_34,2018_34-1,2018,11.43,336.05315476190475
2018-06-04,155,2018_34,2018_34-2,2018,18.415,336.05315476190475
2018-06-04,155,2018_34,2018_34-3,2018,10.16,336.05315476190475
2018-06-04,155,2018_34,2018_34-4,2018,19.685,336.05315476190475
2018-06-04,155,2018_37,2018_37-1,2018,27.305,335.9992261904762
2018-06-04,155,2018_37,2018_37-2,2018,20.955000000000002,335.9992261904762
2018-06-04,155,2018_37,2018_37-3,2018,16.51,335.9992261904762
2018-06-04,155,2018_37,2018_37-4,2018,24.13,335.9992261904762
2018-06-04,155,2018_44,2018_44-1,2018,20.955000000000002,333.64369047619044
2018-06-04,155,2018_44,2018_44-2,2018,14.605,333.64369047619044
2018-06-04,155,2018_44,2018_44-3,2018,10.16,333.64369047619044
2018-06-04,155,2018_44,2018_44-4,2018,17.145,333.64369047619044
2018-06-04,155,2018_46,2018_46-1,2018,31.75,333.275
2018-06-04,155,2018_46,2018_46-2,2018,24.765,333.275
2018-06-04,155,2018_46,2018_46-3,2018,22.86,333.275
2018-06-04,155,2018_46,2018_46-4,2018,17.78,333.275
2018-07-16,197,2018_13,2018_13-1,2018,48.26,336.5055357142857
2018-07-16,197,2018_13,2018_13-2,2018,63.5,336.5055357142857
2018-07-16,197,2018_13,2018_13-3,2018,33.02,336.5055357142857
2018-07-16,197,2018_13,2018_13-4,2018,43.18,336.5055357142857
2018-07-16,197,2018_18,2018_18-1,2018,93.98,335.82869047619045
2018-07-16,197,2018_18,2018_18-2,2018,52.07,335.82869047619045
2018-07-16,197,2018_18,2018_18-3,2018,35.56,335.82869047619045
2018-07-16,197,2018_18,2018_18-4,2018,63.5,335.82869047619045
2018-07-16,197,2018_24,2018_24-1,2018,30.48,334.87589285714284
2018-07-16,197,2018_24,2018_24-2,2018,22.86,334.87589285714284
2018-07-16,197,2018_24,2018_24-3,2018,63.5,334.87589285714284
2018-07-16,197,2018_24,2018_24-4,2018,43.18,334.87589285714284
2018-07-16,197,2018_28,2018_28-1,2018,58.42,333.42857142857144
2018-07-16,197,2018_28,2018_28-2,2018,58.42,333.42857142857144
2018-07-16,197,2018_28,2018_28-3,2018,68.58,333.42857142857144
2018-07-16,197,2018_28,2018_28-4,2018,48.26,333.42857142857144
2018-07-16,197,2018_34,2018_34-1,2018,33.02,336.05315476190475
2018-07-16,197,2018_34,2018_34-2,2018,33.02,336.05315476190475
2018-07-16,197,2018_34,2018_34-3,2018,43.18,336.05315476190475
2018-07-16,197,2018_34,2018_34-4,2018,45.72,336.05315476190475
2018-07-16,197,2018_37,2018_37-1,2018,60.96,335.9992261904762
2018-07-16,197,2018_37,2018_37-2,2018,55.88,335.9992261904762
2018-07-16,197,2018_37,2018_37-3,2018,45.72,335.9992261904762
2018-07-16,197,2018_37,2018_37-4,2018,45.72,335.9992261904762
2018-07-16,197,2018_44,2018_44-1,2018,50.8,333.64369047619044
2018-07-16,197,2018_44,2018_44-2,2018,68.58,333.64369047619044
2018-07-16,197,2018_44,2018_44-3,2018,68.58,333.64369047619044
2018-07-16,197,2018_44,2018_44-4,2018,71.12,333.64369047619044
2018-07-16,197,2018_46,2018_46-1,2018,43.18,333.275
2018-07-16,197,2018_46,2018_46-2,2018,33.02,333.275
2018-07-16,197,2018_46,2018_46-3,2018,33.02,333.275
2018-07-16,197,2018_46,2018_46-4,2018,22.86,333.275
2018-07-23,204,2018_13,2018_13-1,2018,58.42,336.5055357142857
2018-07-23,204,2018_13,2018_13-2,2018,50.8,336.5055357142857
2018-07-23,204,2018_13,2018_13-3,2018,55.88,336.5055357142857
2018-07-23,204,2018_13,2018_13-4,2018,50.8,336.5055357142857
2018-07-23,204,2018_18,2018_18-1,2018,58.42,335.82869047619045
2018-07-23,204,2018_18,2018_18-2,2018,48.26,335.82869047619045
2018-07-23,204,2018_18,2018_18-3,2018,76.2,335.82869047619045
2018-07-23,204,2018_18,2018_18-4,2018,60.96,335.82869047619045
2018-07-23,204,2018_24,2018_24-1,2018,30.48,334.87589285714284
2018-07-23,204,2018_24,2018_24-2,2018,38.1,334.87589285714284
2018-07-23,204,2018_24,2018_24-3,2018,60.96,334.87589285714284
