year,doy,eu,block,rot_trt,plot_id,rep_id,depth_cm,resis_Mpa,Estimate,Q2.5,Q97.5,samp
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-7,40,1.173,1.0075214089555935,0.9895288128707582,1.0255140050404288,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,0,0.448,0.27417976625976437,0.24802452305693226,0.3003350094625965,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,0,0.448,0.27417976625976437,0.24802452305693226,0.3003350094625965,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,0,0.448,0.27417976625976437,0.24802452305693226,0.3003350094625965,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,2.5,0.759,0.4400313408346291,0.42117237988058603,0.45889030178867213,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,2.5,0.759,0.4400313408346291,0.42117237988058603,0.45889030178867213,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,2.5,0.759,0.4400313408346291,0.42117237988058603,0.45889030178867213,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,5,0.724,0.5970826981560392,0.5814412671611894,0.612724129150889,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,5,0.724,0.5970826981560392,0.5814412671611894,0.612724129150889,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,5,0.724,0.5970826981560392,0.5814412671611894,0.612724129150889,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,7.5,0.862,0.7365336209705396,0.7200556074883592,0.7530116344527201,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,7.5,0.862,0.7365336209705396,0.7200556074883592,0.7530116344527201,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,7.5,0.862,0.7365336209705396,0.7200556074883592,0.7530116344527201,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,10,0.828,0.8495838920246757,0.8316715088807891,0.8674962751685622,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,10,0.828,0.8495838920246757,0.8316715088807891,0.8674962751685622,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,10,0.828,0.8495838920246757,0.8316715088807891,0.8674962751685622,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,12.5,0.966,0.927806219437741,0.9103974685881973,0.9452149702872847,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,12.5,0.966,0.927806219437741,0.9103974685881973,0.9452149702872847,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,12.5,0.966,0.927806219437741,0.9103974685881973,0.9452149702872847,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,15,1.138,0.9713505949022381,0.9556453841488358,0.9870558056556403,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,15,1.138,0.9713505949022381,0.9556453841488358,0.9870558056556403,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,15,1.138,0.9713505949022381,0.9556453841488358,0.9870558056556403,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,17.5,1.07,0.9889442936838788,0.9734731226981462,1.0044154646696115,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,17.5,1.07,0.9889442936838788,0.9734731226981462,1.0044154646696115,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,17.5,1.07,0.9889442936838788,0.9734731226981462,1.0044154646696115,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,20,0.966,0.9896875164211231,0.972563738600684,1.0068112942415621,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,20,0.966,0.9896875164211231,0.972563738600684,1.0068112942415621,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,20,0.966,0.9896875164211231,0.972563738600684,1.0068112942415621,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,22.5,1,0.9826804637524315,0.9644774039993189,1.000883523505544,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,22.5,1,0.9826804637524315,0.9644774039993189,1.000883523505544,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,22.5,1,0.9826804637524315,0.9644774039993189,1.000883523505544,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,25,1.07,0.9756589714619784,0.9586403028033212,0.9926776401206356,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,25,1.07,0.9756589714619784,0.9586403028033212,0.9926776401206356,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,25,1.07,0.9756589714619784,0.9586403028033212,0.9926776401206356,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,27.5,1.104,0.9709014159167999,0.9552670365604885,0.9865357952731113,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,27.5,1.104,0.9709014159167999,0.9552670365604885,0.9865357952731113,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,27.5,1.104,0.9709014159167999,0.9552670365604885,0.9865357952731113,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,30,1.208,0.969321808629646,0.9528943393436953,0.9857492779155967,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,30,1.208,0.969321808629646,0.9528943393436953,0.9857492779155967,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,30,1.208,0.969321808629646,0.9528943393436953,0.9857492779155967,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,32.5,1.242,0.971834161113267,0.953402079015804,0.9902662432107301,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,32.5,1.242,0.971834161113267,0.953402079015804,0.9902662432107301,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,32.5,1.242,0.971834161113267,0.953402079015804,0.9902662432107301,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,35,1.242,0.9793081514135287,0.9604392488150026,0.9981770540120547,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,35,1.242,0.9793081514135287,0.9604392488150026,0.9981770540120547,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,35,1.242,0.9793081514135287,0.9604392488150026,0.9981770540120547,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,37.5,1.208,0.9915937878379275,0.974052157901873,1.009135417773982,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,37.5,1.208,0.9915937878379275,0.974052157901873,1.009135417773982,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,37.5,1.208,0.9915937878379275,0.974052157901873,1.009135417773982,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,40,1.138,1.0075214089555935,0.9895288128707582,1.0255140050404288,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,40,1.138,1.0075214089555935,0.9895288128707582,1.0255140050404288,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-8,40,1.138,1.0075214089555935,0.9895288128707582,1.0255140050404288,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,0,0.31,0.27417976625976437,0.24802452305693226,0.3003350094625965,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,0,0.31,0.27417976625976437,0.24802452305693226,0.3003350094625965,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,0,0.31,0.27417976625976437,0.24802452305693226,0.3003350094625965,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,2.5,0.724,0.4400313408346291,0.42117237988058603,0.45889030178867213,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,2.5,0.724,0.4400313408346291,0.42117237988058603,0.45889030178867213,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,2.5,0.724,0.4400313408346291,0.42117237988058603,0.45889030178867213,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,5,0.862,0.5970826981560392,0.5814412671611894,0.612724129150889,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,5,0.862,0.5970826981560392,0.5814412671611894,0.612724129150889,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,5,0.862,0.5970826981560392,0.5814412671611894,0.612724129150889,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,7.5,0.759,0.7365336209705396,0.7200556074883592,0.7530116344527201,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,7.5,0.759,0.7365336209705396,0.7200556074883592,0.7530116344527201,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,7.5,0.759,0.7365336209705396,0.7200556074883592,0.7530116344527201,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,10,0.932,0.8495838920246757,0.8316715088807891,0.8674962751685622,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,10,0.932,0.8495838920246757,0.8316715088807891,0.8674962751685622,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,10,0.932,0.8495838920246757,0.8316715088807891,0.8674962751685622,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,12.5,0.966,0.927806219437741,0.9103974685881973,0.9452149702872847,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,12.5,0.966,0.927806219437741,0.9103974685881973,0.9452149702872847,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,12.5,0.966,0.927806219437741,0.9103974685881973,0.9452149702872847,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,15,1,0.9713505949022381,0.9556453841488358,0.9870558056556403,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,15,1,0.9713505949022381,0.9556453841488358,0.9870558056556403,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,15,1,0.9713505949022381,0.9556453841488358,0.9870558056556403,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,17.5,0.932,0.9889442936838788,0.9734731226981462,1.0044154646696115,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,17.5,0.932,0.9889442936838788,0.9734731226981462,1.0044154646696115,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,17.5,0.932,0.9889442936838788,0.9734731226981462,1.0044154646696115,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,20,0.828,0.9896875164211231,0.972563738600684,1.0068112942415621,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,20,0.828,0.9896875164211231,0.972563738600684,1.0068112942415621,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,20,0.828,0.9896875164211231,0.972563738600684,1.0068112942415621,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,22.5,0.828,0.9826804637524315,0.9644774039993189,1.000883523505544,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,22.5,0.828,0.9826804637524315,0.9644774039993189,1.000883523505544,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,22.5,0.828,0.9826804637524315,0.9644774039993189,1.000883523505544,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,25,0.794,0.9756589714619784,0.9586403028033212,0.9926776401206356,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,25,0.794,0.9756589714619784,0.9586403028033212,0.9926776401206356,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,25,0.794,0.9756589714619784,0.9586403028033212,0.9926776401206356,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,27.5,0.724,0.9709014159167999,0.9552670365604885,0.9865357952731113,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,27.5,0.724,0.9709014159167999,0.9552670365604885,0.9865357952731113,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,27.5,0.724,0.9709014159167999,0.9552670365604885,0.9865357952731113,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,30,0.794,0.969321808629646,0.9528943393436953,0.9857492779155967,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,30,0.794,0.969321808629646,0.9528943393436953,0.9857492779155967,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,30,0.794,0.969321808629646,0.9528943393436953,0.9857492779155967,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,32.5,0.828,0.971834161113267,0.953402079015804,0.9902662432107301,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,32.5,0.828,0.971834161113267,0.953402079015804,0.9902662432107301,Y2019 162
Y2019,162,Y2019 162 b1 2y,b1,2y,2019_19,2019_19-9,32.5,0.828,0.971834161113267,0.953402079015804,0.9902662432107301,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,0,0.31,0.3249764475287592,0.29851206553436327,0.35144082952315514,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,0,0.31,0.3249764475287592,0.29851206553436327,0.35144082952315514,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,0,0.31,0.3249764475287592,0.29851206553436327,0.35144082952315514,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,2.5,0.483,0.3923949193263561,0.3733321137031424,0.41145772494956984,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,2.5,0.483,0.3923949193263561,0.3733321137031424,0.41145772494956984,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,2.5,0.483,0.3923949193263561,0.3733321137031424,0.41145772494956984,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,5,0.483,0.4571187660760053,0.4413165653194625,0.47292096683254814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,5,0.483,0.4571187660760053,0.4413165653194625,0.47292096683254814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,5,0.483,0.4571187660760053,0.4413165653194625,0.47292096683254814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,7.5,0.621,0.5164533627297588,0.4997953345088098,0.5331113909507078,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,7.5,0.621,0.5164533627297588,0.4997953345088098,0.5331113909507078,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,7.5,0.621,0.5164533627297588,0.4997953345088098,0.5331113909507078,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,10,0.552,0.5677040842396694,0.5495914436596363,0.5858167248197026,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,10,0.552,0.5677040842396694,0.5495914436596363,0.5858167248197026,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,10,0.552,0.5677040842396694,0.5495914436596363,0.5858167248197026,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,12.5,0.932,0.6084059669483107,0.5908140878062992,0.6259978460903223,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,12.5,0.932,0.6084059669483107,0.5908140878062992,0.6259978460903223,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,12.5,0.932,0.6084059669483107,0.5908140878062992,0.6259978460903223,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,15,0.862,0.6413762591802555,0.6255248674957343,0.6572276508647767,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,15,0.862,0.6413762591802555,0.6255248674957343,0.6572276508647767,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,15,0.862,0.6413762591802555,0.6255248674957343,0.6572276508647767,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,17.5,0.828,0.6747144212420755,0.6591114390321695,0.6903174034519814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,17.5,0.828,0.6747144212420755,0.6591114390321695,0.6903174034519814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,17.5,0.828,0.6747144212420755,0.6591114390321695,0.6903174034519814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,20,0.794,0.7167495748308637,0.6994969157304427,0.7340022339312846,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,20,0.794,0.7167495748308637,0.6994969157304427,0.7340022339312846,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,20,0.794,0.7167495748308637,0.6994969157304427,0.7340022339312846,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,22.5,0.724,0.7758108416437138,0.7575166665509225,0.7941050167365051,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,22.5,0.724,0.7758108416437138,0.7575166665509225,0.7941050167365051,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,22.5,0.724,0.7758108416437138,0.7575166665509225,0.7941050167365051,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,25,0.759,0.8564769154410091,0.8394107087423526,0.8735431221396657,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,25,0.759,0.8564769154410091,0.8394107087423526,0.8735431221396657,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,25,0.759,0.8564769154410091,0.8394107087423526,0.8735431221396657,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,27.5,0.621,0.9483247782362934,0.9325502329010618,0.964099323571525,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,27.5,0.621,0.9483247782362934,0.9325502329010618,0.964099323571525,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,27.5,0.621,0.9483247782362934,0.9325502329010618,0.964099323571525,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,30,0.621,1.0371809841064004,1.0204531332137188,1.053908834999082,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,30,0.621,1.0371809841064004,1.0204531332137188,1.053908834999082,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,30,0.621,1.0371809841064004,1.0204531332137188,1.053908834999082,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,32.5,0.552,1.1088720871281639,1.090200683642044,1.1275434906142838,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,32.5,0.552,1.1088720871281639,1.090200683642044,1.1275434906142838,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,32.5,0.552,1.1088720871281639,1.090200683642044,1.1275434906142838,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,35,0.586,1.1496978162783589,1.1309019425413362,1.1684936900153815,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,35,0.586,1.1496978162783589,1.1309019425413362,1.1684936900153815,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,35,0.586,1.1496978162783589,1.1309019425413362,1.1684936900153815,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,37.5,0.656,1.1568409232324128,1.1393530335047453,1.1743288129600804,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,37.5,0.656,1.1568409232324128,1.1393530335047453,1.1743288129600804,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,37.5,0.656,1.1568409232324128,1.1393530335047453,1.1743288129600804,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,40,0.828,1.1383671823644048,1.1189274914653842,1.1578068732634255,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,40,0.828,1.1383671823644048,1.1189274914653842,1.1578068732634255,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-1,40,0.828,1.1383671823644048,1.1189274914653842,1.1578068732634255,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,0,0.483,0.3249764475287592,0.29851206553436327,0.35144082952315514,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,0,0.483,0.3249764475287592,0.29851206553436327,0.35144082952315514,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,0,0.483,0.3249764475287592,0.29851206553436327,0.35144082952315514,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,2.5,0.656,0.3923949193263561,0.3733321137031424,0.41145772494956984,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,2.5,0.656,0.3923949193263561,0.3733321137031424,0.41145772494956984,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,2.5,0.656,0.3923949193263561,0.3733321137031424,0.41145772494956984,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,5,0.552,0.4571187660760053,0.4413165653194625,0.47292096683254814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,5,0.552,0.4571187660760053,0.4413165653194625,0.47292096683254814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,5,0.552,0.4571187660760053,0.4413165653194625,0.47292096683254814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,7.5,0.518,0.5164533627297588,0.4997953345088098,0.5331113909507078,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,7.5,0.518,0.5164533627297588,0.4997953345088098,0.5331113909507078,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,7.5,0.518,0.5164533627297588,0.4997953345088098,0.5331113909507078,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,10,0.586,0.5677040842396694,0.5495914436596363,0.5858167248197026,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,10,0.586,0.5677040842396694,0.5495914436596363,0.5858167248197026,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,10,0.586,0.5677040842396694,0.5495914436596363,0.5858167248197026,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,12.5,0.552,0.6084059669483107,0.5908140878062992,0.6259978460903223,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,12.5,0.552,0.6084059669483107,0.5908140878062992,0.6259978460903223,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,12.5,0.552,0.6084059669483107,0.5908140878062992,0.6259978460903223,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,15,0.483,0.6413762591802555,0.6255248674957343,0.6572276508647767,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,15,0.483,0.6413762591802555,0.6255248674957343,0.6572276508647767,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,15,0.483,0.6413762591802555,0.6255248674957343,0.6572276508647767,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,17.5,0.414,0.6747144212420755,0.6591114390321695,0.6903174034519814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,17.5,0.414,0.6747144212420755,0.6591114390321695,0.6903174034519814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,17.5,0.414,0.6747144212420755,0.6591114390321695,0.6903174034519814,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,20,0.483,0.7167495748308637,0.6994969157304427,0.7340022339312846,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,20,0.483,0.7167495748308637,0.6994969157304427,0.7340022339312846,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,20,0.483,0.7167495748308637,0.6994969157304427,0.7340022339312846,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,22.5,0.621,0.7758108416437138,0.7575166665509225,0.7941050167365051,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,22.5,0.621,0.7758108416437138,0.7575166665509225,0.7941050167365051,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,22.5,0.621,0.7758108416437138,0.7575166665509225,0.7941050167365051,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,25,0.586,0.8564769154410091,0.8394107087423526,0.8735431221396657,Y2019 162
Y2019,162,Y2019 162 b2 4y,b2,4y,2019_21,2019_21-10,25,0.586,0.8564769154410091,0.8394107087423526,0.8735431221396657,Y2019 162
